id,pubyear,titles,author,affiliated,wos_total,journal,issns,eissns
WOS:000326983300011,2013,A novel system for studying mechanical strain waveform-dependent responses in vascular smooth muscle cells,"Baker, Aaron B.|Smith, Quentin|Lee, Jason|Wong, Mitchell",Univ Texas Austin,7,LAB ON A CHIP,1473-0197,1473-0189
WOS:000327025600007,2013,Costimulation-Adhesion Blockade Is Superior to Cyclosporine A and Prednisone Immunosuppressive Therapy for Preventing Rejection of Differentiated Human Embryonic Stem Cells Following Transplantation,"Zhang, Wendy Y.|Riegler, Johannes|Ebert, Antje|Kodo, Kazuki|Gong, Yongquan|Sanchez-Freire, Veronica|Dey, Devaveena|Kooreman, Nigel G.|Diecke, Sebastian|Odegaard, Justin|Hu, Shijun|Gold, Joseph D.|Robbins, Robert C.|Wu, Joseph C.|Huber, Bruno C.|Ransohoff, Julia D.|Ransohoff, Katherine J.",Inst Stem Cell Biol & Regenerat Med|Stanford Univ|Stanford Univ|Stanford Univ|Stanford Univ|Stanford Univ,21,STEM CELLS,1066-5099,1549-4918
WOS:000327098900016,2013,Patient-Specific Stem Cells and Cardiovascular Drug Discovery,"Lee, Andrew S.|Wu, Joseph C.|Mordwinkin, Nicholas M.",Stanford Univ|Stanford Univ,18,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,0098-7484,1538-3598
WOS:000327209300004,2013,Systems Analysis of Oxidant Stress in the Vasculature,"Loscalzo, Joseph|Leopold, Jane A.|Handy, Diane E.",Harvard Univ,4,IUBMB LIFE,1521-6543,1521-6551
WOS:000327250200003,2013,CaMKII delta-dependent Inhibition of cAMP-response Element-binding Protein Activity in Vascular Smooth Muscle,"Sun, Li-Yan|Liu, Yongfeng|Ginnan, Roman|Singer, Harold A.|Singer, Diane V.",Albany Med Coll,9,JOURNAL OF BIOLOGICAL CHEMISTRY,0021-9258,1083-351X
WOS:000327253300006,2013,Role of Endothelial Cell Metabolism in Vessel Sprouting,"Georgiadou, Maria|De Bock, Katrien|Carmeliet, Peter",Vesalius Res Ctr|Univ Louvain,77,CELL METABOLISM,1550-4131,1932-7420
WOS:000327260600001,2013,The mouse retina in 3D: quantification of vascular growth and remodeling,"Milde, Florian|Iruela-Arispe, M. Luisa|Koumoutsakos, Petros|Lauw, Stephanie",Univ Calif Los Angeles|ETH,12,INTEGRATIVE BIOLOGY,1757-9694,1757-9708
WOS:000327279600001,2013,Does One Size Fit All?,"Tervaert, Jan Willem Cohen|Kemna, Michael J.",St Franciscus Gasthuis|Maastricht Univ,5,JOURNAL OF RHEUMATOLOGY,0315-162X,1499-2752
WOS:000327357700003,2013,Flow-dependent cellular mechanotransduction in atherosclerosis,"Conway, Daniel E.|Schwartz, Martin A.",Yale Cardiovasc Res Ctr|Yale Cardiovasc Res Ctr|Univ Virginia,32,JOURNAL OF CELL SCIENCE,0021-9533,1477-9137
WOS:000327392800009,2013,Maximum shortening velocity of lymphatic muscle approaches that of striated muscle,"Davis, Michael J.|Zawieja, David C.|Zhang, Rongzhen|Muthuchamy, Mariappan|Taucer, Anne I.|Gashev, Anatoliy A.",Univ Missouri|Texas A&M Hlth Sci Ctr|Texas A&M Univ|Univ Texas Houston,4,AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,0363-6135,1522-1539
WOS:000327398400018,2013,Pericytes modulate endothelial sprouting,"Andrejecsk, Jillian W.|Saltzman, W. Mark|Kluger, Martin S.|Chang, William G.|Pober, Jordan S.",Yale Univ|Yale Univ|Yale Univ|Yale Univ|Yale Univ|Yale Univ,19,CARDIOVASCULAR RESEARCH,0008-6363,1755-3245
WOS:000327409000001,2013,Smooth muscle cell mineralocorticoid receptors: role in vascular function and contribution to cardiovascular disease,"Pruthi, Dafina|Jaffe, Iris Z.|McGraw, Adam|McCurley, Amy",Mol Cardiol Res Inst,17,PFLUGERS ARCHIV-EUROPEAN JOURNAL OF PHYSIOLOGY,0031-6768,1432-2013
WOS:000327417000029,2013,The Mechanism of Kindlin-Mediated Activation of Integrin alpha IIb beta 3,"Ruppert, Raphael|Ginsberg, Mark H.|Faessler, Reinhard|Moser, Markus|Kasirer-Friede, Ana|Shattil, Sanford J.|Ye, Feng|Petrich, Brian G.|Anekal, Praju|Lefort, Craig T.",Max Planck Inst Biochem|La Jolla Inst Allergy & Immunol|Univ Calif San Diego,52,CURRENT BIOLOGY,0960-9822,1879-0445
WOS:000327464200035,2013,Effect of natural genetic variation on enhancer selection and function,"Kaikkonen, M. U.|Benner, C.|Romanoski, C. E.|Orozco, L. D.|Glass, C. K.|Heinz, S.|Allison, K. A.",Univ Calif San Diego|Univ Calif Los Angeles|Univ Eastern Finland|Univ Calif San Diego|Salk Inst Biol Studies|Univ Calif San Diego,111,NATURE,0028-0836,1476-4687
WOS:000327493000008,2013,Bioinspired Chitinous Material Solutions for Environmental Sustainability and Medicine,"Ingber, Donald E.|Fernandez, Javier G.",Harvard Univ|Childrens Hosp|Childrens Hosp|Harvard Univ|Harvard Univ,15,ADVANCED FUNCTIONAL MATERIALS,1616-301X,1616-3028
WOS:000327523800033,2013,Anti-Phospholipase A(2) Receptor Antibodies and Malignancy in Membranous Nephropathy,"Wirtz, Joris J. J. M.|Verseput, Gaico H.|Frenken, Leon A.|Salant, David J.|van Rie, Henk|Timmermans, Sjoerd A. M. E. G.|Ayalon, Rivka|Beck, Laurence H., Jr.|Tervaert, Jan Willem Cohen|van Paassen, Pieter",Atrium Med Ctr|Orbis Med Ctr|St Laurentius Hosp|Boston Univ|Maastricht Univ,13,AMERICAN JOURNAL OF KIDNEY DISEASES,0272-6386,1523-6838
WOS:000327532200050,2013,Reconstructive surgery in the management of a patient with CLOVES syndrome,"Hammer, Frank|Boon, Laurence M.|Vikkula, Miikka|Brouillard, Pascal|Feyaerts, Axel|Godfraind, Catherine|Docquier, Pierre-Louis|Clapuyt, Philippe|Modarressi, Ali|Ballieux, Fanny",Catholic Univ Louvain|Catholic Univ Louvain|Catholic Univ Louvain|Catholic Univ Louvain|Catholic Univ Louvain,0,JOURNAL OF PLASTIC RECONSTRUCTIVE AND AESTHETIC SURGERY,1748-6815,1878-0539
WOS:000327579000014,2013,Autophagic flux and oxidative capacity of skeletal muscles during acute starvation,"Hussain, Sabah N. A.|Hepple, Russell T.|Gouspillou, Gilles|Godin, Richard|Davis, Elaine C.|Choi, Augustine M. K.|Haspel, Jeffrey A.|Guo, Yeting|Mofarrahi, Mahroo|Burelle, Yan",Univ Montreal|McGill Univ|Brigham & Womens Hosp|McGill Univ|McGill Univ,20,AUTOPHAGY,1554-8627,1554-8635
WOS:000327669000020,2014,A microdevice for rapid optical detection of magnetically captured rare blood pathogens,"Leslie, Daniel C.|Workman, Sam|Cho, Michael|Yung, Chong|Ingber, Donald E.|Super, Michael|Jain, Abhishek|Domansky, Karel|Cooper, Ryan M.",Harvard Univ|Harvard Univ|Boston Childrens Hosp|Harvard Univ,23,LAB ON A CHIP,1473-0197,1473-0189
WOS:000327695500025,2013,The interaction between C5a and both C5aR and C5L2 receptors is required for production of G-CSF during acute inflammation,"Zetoune, Firas S.|Sarma, J. Vidya|Ward, Peter A.|Haggadone, Mikel D.|Bosmann, Markus",Univ Med Ctr|Univ Med Ctr|Univ Michigan,18,EUROPEAN JOURNAL OF IMMUNOLOGY,0014-2980,1521-4141
WOS:000327724000014,2013,Alloantibody and Complement Promote T Cell-Mediated Cardiac Allograft Vasculopathy Through Noncanonical Nuclear Factor-kappa B Signaling in Endothelial Cells,"Moeckel, Gilbert|Kulkarni, Sanjay|Tellides, George|Jane-wit, Dan|Manes, Thomas D.|Yi, Tai|Qin, Lingfeng|Pober, Jordan S.|Clark, Pamela|Kirkiles-Smith, Nancy C.|Abrahimi, Parwiz|Devalliere, Julie",Yale Univ|Yale Univ|Yale Univ|Yale Univ|Yale Univ,36,CIRCULATION,0009-7322,1524-4539
WOS:000327740500003,2013,Shear-Responsive Platelet Mimetics for Targeted Drug Delivery,"Kanapathipillai, Mathumai|Ingber, Donald E.|Korin, Netanel",Harvard Univ|Harvard Univ|Childrens Hosp|Harvard Univ,3,ISRAEL JOURNAL OF CHEMISTRY,0021-2148,1869-5868
WOS:000327740500023,2013,Induction of Angiogenesis and Vasculogenesis in Cell-Embedded Biomaterials,"Dado-Rosenfeld, Dekel|Levenberg, Shulamit",Technion Israel Inst Technol,0,ISRAEL JOURNAL OF CHEMISTRY,0021-2148,1869-5868
WOS:000327798800025,2013,Missense Mutations in FBN1 Exons 41 and 42 Cause Weill-Marchesani Syndrome With Thoracic Aortic Disease and Marfan Syndrome,"Ogawa, Naomi|Cecchi, Alana|Fan, Yuxin|Penny, Daniel J.|Milewicz, Dianna M.|Meyers, Deborah|Lewis, Richard A.|Carlson, Alicia|Estrera, Anthony|Guo, Dong-chuan|Safi, Hazim|Eisenberg, Steven|Martinez, Hugo R.",Baylor Coll Med|Baylor Coll Med|Univ Texas Hlth Sci Ctr Houston|Baylor Coll Med|Texas Childrens Hosp|Univ Texas Hlth Sci Ctr Houston,10,AMERICAN JOURNAL OF MEDICAL GENETICS PART A,1552-4825,1552-4833
WOS:000327805400017,2013,Characterization of the interaction between Robo1 and heparin and other glycosaminoglycans,"Wang, Lianchun|Zhang, Fuming|Moniz, Heather A.|Walcott, Benjamin|Moremen, Kelley W.|Linhardt, Robert J.",Univ Georgia|Rensselaer Polytech Inst|Rensselaer Polytech Inst|Rensselaer Polytech Inst|Rensselaer Polytech Inst,11,BIOCHIMIE,0300-9084,1638-6183
WOS:000327826100016,2013,Transmembrane protein ESDN promotes endothelial VEGF signaling and regulates angiogenesis,"Nie, Lei|Kim, Jun-Dae|Simons, Michael|Bender, Jeffrey R.|Woolls, Melissa|Li, Xuan|Jin, Suk-Won|Dubrac, Alexandre|Eichmann, Anne|Collinge, Mark|Asadi, Abolfazi|Zhang, Jiasheng|Sadeghi, Mehran M.|Esmailzadeh, Leila|Guo, Xiaojia",Coll France|Yale Univ|VA Connecticut Healthcare Syst|Yale Univ|Yale Univ,15,JOURNAL OF CLINICAL INVESTIGATION,0021-9738,1558-8238
WOS:000327926400022,2013,Neutrophils release extracellular DNA traps during storage of red blood cell units,"Wagner, Denisa D.|Fuchs, Tobias A.|Alvarez, Javier J.|Martinod, Kimberly|Bhandari, Ashish A.|Kaufman, Richard M.",Brigham & Womens Hosp|Harvard Univ|Harvard Univ|Boston Childrens Hosp|Boston Childrens Hosp,14,TRANSFUSION,0041-1132,1537-2995
WOS:000327940800007,2013,Activation of Calcium/Calmodulin- Dependent Protein Kinase II in Obesity Mediates Suppression of Hepatic Insulin Signaling,"de Souza, Jane Cristina|Ozcan, Lale|Harari, Alp Avi|Backs, Johannes|Olson, Eric N.|Tabas, Ira",Univ Texas SW Med Ctr Dallas|DZHK German Ctr Cardiovasc Res|Heidelberg Univ|Columbia Univ|Columbia Univ|Columbia Univ,34,CELL METABOLISM,1550-4131,1932-7420
WOS:000327943600007,2013,Ephrin-B2 controls PDGFR beta internalization and signaling,"Adams, Ralf H.|Nakayama, Akiko|Nakayama, Masanori|Turner, Christopher J.|Hoeing, Susanne|Lepore, John J.",GlaxoSmithKline|GlaxoSmithKline|Max Planck Inst Mol Biomed|Canc Res UK|Univ Munster|Max Planck Inst Mol Biomed,18,GENES & DEVELOPMENT,0890-9369,1549-5477
WOS:000327946900017,2013,Quantitative interaction screen of telomeric repeat-containing RNA reveals novel TERRA regulators,"Arnoult, Nausica|Scheibe, Marion|Mann, Matthias|Butter, Falk|Decottignies, Anabelle|Buchholz, Frank|Kappei, Dennis",Tech Univ Dresden|Tech Univ Dresden|Katholieke Univ Leuven|Max Planck Inst Biochem,23,GENOME RESEARCH,1088-9051,1549-5469
WOS:000327948800006,2014,Shifts in the Vascular Endothelial Growth Factor Isoforms Result in Transcriptome Changes Correlated with Early Neural Stem Cell Proliferation and Differentiation in Mouse Forebrain,"Cain, Jacob T.|Darland, Diane C.|Schaubhut, Geoffrey J.|Crawford, Natalie F.|Snyder, Stephanie D.|Berosik, Matthew A.|Nour, Shirin I.",Univ N Dakota,4,DEVELOPMENTAL NEUROBIOLOGY,1932-8451,1932-846X
WOS:000327996700002,2014,Expanding role of T cells in acute kidney injury,"Okusa, Mark D.|Kinsey, Gilbert R.",Univ Virginia Hlth Syst|Univ Virginia Hlth Syst,19,CURRENT OPINION IN NEPHROLOGY AND HYPERTENSION,1062-4821,1473-6543
WOS:000328013000014,2013,Radiotracer Imaging of Peripheral Vascular Disease,"Zhou, Wunan|Stacy, Mitchel R.|Sinusas, Albert J.",Yale Univ|Yale Univ,11,JOURNAL OF NUCLEAR MEDICINE,0161-5505,1535-5667
WOS:000328197300011,2013,Autophagy in Locomotor Muscles of Patients with Chronic Obstructive Pulmonary Disease,"Hussain, Sabah N. A.|Taivassalo, Tanja|Maltais, Francois|Bourbeau, Jean|Sandri, Marco|Jagoe, R. Thomas|Debigare, Richard|Guo, Yeting|Gosker, Harry R.|Schols, Annemie M. W. J.|Kapchinsky, Sophia",Hop Laval|Univ Laval|Venetian Inst Mol Med|Maastricht Univ Med Ctr|McGill Univ|McGill Univ|McGill Univ|McGill Univ|McGill Univ,37,AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,1073-449X,1535-4970
WOS:000328279200004,2013,"Hemogenic Endothelial Cell Specification Requires c-Kit, Notch Signaling, and p27-Mediated Cell-Cycle Control","Sanglikar, Supriya|Marcelo, Kathrina L.|Hirschi, Karen K.|Goldie, Lauren C.|Vasavada, Hema|Coskun, Suleyman|Sills, Tiffany M.",Yale Univ|Yale Univ|Baylor Coll Med|Baylor Coll Med|Baylor Coll Med|Baylor Coll Med|Baylor Coll Med,34,DEVELOPMENTAL CELL,1534-5807,1878-1551
WOS:000328299100018,2013,Patients with Antineutrophil Cytoplasmic Antibodies Associated Vasculitis in Remission Are Hypercoagulable,"Winckers, Kristien|Tervaert, Jan Willem Cohen|ten Cate, Hugo|van Oerle, Rene|Wilde, Benjamin|Hilhorst, Marc",Maastricht Univ|Maastricht Univ|Maastricht Univ,16,JOURNAL OF RHEUMATOLOGY,0315-162X,1499-2752
WOS:000328434800004,2013,AT1 receptor blocker potentiates shear-stress induced nitric oxide production via modulation of eNOS phosphorylation of residues Thr(495) and Seri(1177),"Magalhaes, Flavio C.|Campos, Luciene C. G.|Kriegel, Jose E.|Barauna, Valerio G.|Mantuan, Pamela R.",Fed Univ Jequitinhonha & Mucuri Valleys|Univ Sao Paulo,16,BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,0006-291X,1090-2104
WOS:000328479400004,2013,Kupffer cells and activation of endothelial TLR4 coordinate neutrophil adhesion within liver sinusoids during endotoxemia,"Zhuo, Lisheng|McDonald, Braedon|Jenne, Craig N.|Kimata, Koji|Kubes, Paul",Aichi Med Univ|Univ Calgary|Univ Calgary,23,AMERICAN JOURNAL OF PHYSIOLOGY-GASTROINTESTINAL AND LIVER PHYSIOLOGY,0193-1857,1522-1547
WOS:000328485900007,2014,Altered vascular activation due to deficiency of the NADPH oxidase component p22(phox),"Albadawi, Hassan|Siddiquee, Zakir|Panchenko, Mikhail P.|Wang, He|Stone, James R.|Stone, Jillian M.|Watkins, Michael T.",Massachusetts Gen Hosp|Harvard Univ|Massachusetts Gen Hosp|Massachusetts Gen Hosp,2,CARDIOVASCULAR PATHOLOGY,1054-8807,1879-1336
WOS:000328558500004,2014,Vascular tissue engineering: from in vitro to in situ,"Li, Song|Chien, Shu|Sengupta, Debanti",Univ Calif San Diego|Univ Calif Berkeley,41,WILEY INTERDISCIPLINARY REVIEWS-SYSTEMS BIOLOGY AND MEDICINE,1939-5094,1939-005X
WOS:000328592600005,2013,Nanoparticles for localized delivery of hyaluronan oligomers towards regenerative repair of elastic matrix,"Sylvester, Andrew|Deb, Partha|Ramamurthi, Anand|Sivaraman, Balakrishnan",Cleveland Clin|Case Western Reserve Univ,9,ACTA BIOMATERIALIA,1742-7061,1878-7568
WOS:000328631400046,2014,"Vascular, Downstream, and Pharmacokinetic Responses to Treatment with a Low Dose Drug-Coated Balloon in a Swine Femoral Artery Model","Nakano, Masataka|Kolodgie, Frank D.|Ladich, Elena|Virmani, Renu|Rousselle, Serge|Pacheco, Erica|Yazdani, Saami K.|Otsuka, Fumiyuki|Naisbitt, Scott",Alizee Pathol|Lutonix Inc|CVPath Inst Inc,30,CATHETERIZATION AND CARDIOVASCULAR INTERVENTIONS,1522-1946,1522-726X
WOS:000328683600007,2013,Modulation of inflammation by interleukin-27,"Ward, Peter A.|Bosmann, Markus",Univ Michigan|Univ Med Ctr|Univ Med Ctr,35,JOURNAL OF LEUKOCYTE BIOLOGY,0741-5400,1938-3673
WOS:000328686600002,2013,eNOS-derived nitric oxide regulates endothelial barrier function through VE-cadherin and Rho GTPases,"Di Lorenzo, Annarita|Sessa, William C.|Huang, Paul L.|Yu, Jun|Iwakiri, Yasuko|Kothiya, Milankumar|Schleicher, Michael|Landskroner-Eiger, Shira|Murata, Takahisa|Lin, Michelle I.",Harvard Univ|Yale Univ|Weill Cornell Med Coll|Univ Tokyo|Yale Univ|Yale Univ,29,JOURNAL OF CELL SCIENCE,0021-9533,1477-9137
WOS:000328716100012,2014,"Defining the anti-inflammatory activity of a potent myxomaviral chemokine modulating protein, M-T7, through site directed mutagenesis","Bartee, M. Y.|Chen, H.|Lucas, A.|Davids, J. A.|Liu, L. Y.|Dai, E.",Beth Israel Deaconess Med Ctr|Univ Florida|Univ Florida,3,CYTOKINE,1043-4666,1096-0023
WOS:000328734900015,2014,Acute Aortic Dissections With Pregnancy in Women With ACTA2 Mutations,"Milewicz, Dianna M.|Regalado, Ellen S.|Guo, Dong-chuan|Estrera, Anthony L.|Buja, L. Maximilian",Univ Texas Hlth Sci Ctr Houston|Univ Texas Hlth Sci Ctr Houston|Univ Texas Hlth Sci Ctr Houston,9,AMERICAN JOURNAL OF MEDICAL GENETICS PART A,1552-4825,1552-4833
WOS:000328748300005,2013,The mouse aortocaval fistula recapitulates human arteriovenous fistula maturation,"Protack, Clinton D.|Yamamoto, Kota|Williams, Willis T.|Sadaghianloo, Nirvana|Bai, Hualong|Lu, Daniel Y.|Dardik, Alan|Miyata, Tetsuro|Assi, Roland|Hall, Michael R.|Tsuneki, Masayuki|Wong, Daniel J.|Madri, Joseph A.",Univ Hosp Nice|Yale Univ|Univ Tokyo|Yale Univ|Yale Univ|Vet Affairs Connecticut Healthcare Syst,9,AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,0363-6135,1522-1539
WOS:000328841000007,2013,"The novel 13S,14S-epoxy-maresin is converted by human macrophages to maresin 1 (MaR1), inhibits leukotriene A(4) hydrolase (LTA(4)H), and shifts macrophage phenotype","Vlasenko, Nikita A.|Deng, Bin|Haeggstrom, Jesper Z.|Dalli, Jesmond|Zhu, Min|Petasis, Nicos A.|Serhan, Charles N.",Karolinska Inst|Univ So Calif|Univ So Calif|Harvard Univ|Brigham & Womens Hosp,75,FASEB JOURNAL,0892-6638,1530-6860
WOS:000328841700058,2013,Caveolin-1 Interacts with Derlin-1 and Promotes Ubiquitination and Degradation of Cyclooxygenase-2 via Collaboration with p97 Complex,"Tam, Kabik|Shyue, Song-Kun|Liou, Jun-Yang|Tsai, Yi-Chen|Lee, Yen-Ming|Wu, Chun-Hu|Chen, Shu-Fen",China Med Univ|Natl Hlth Res Inst|Acad Sinica,11,JOURNAL OF BIOLOGICAL CHEMISTRY,0021-9258,1083-351X
WOS:000328877000003,2014,ADAMTS-4 and Biglycan are Expressed at High Levels and Co-Localize to Podosomes During Endothelial Cell Tubulogenesis In Vitro,"Obika, Masanari|Wight, Thomas N.|Chan, Christina K.|Braun, Kathleen R.|Gooden, Michel D.|Vernon, Robert B.",Benaroya Res Inst Virginia Mason|Okayama Univ,7,JOURNAL OF HISTOCHEMISTRY & CYTOCHEMISTRY,0022-1554,1551-5044
WOS:000328883400025,2013,Selective Recapitulation of Conserved and Nonconserved Regions of Putative NOXA1 Protein Activation Domain Confers Isoform-specific Inhibition of Nox1 Oxidase and Attenuation of Endothelial Cell Migration,"Sahoo, Sanghamitra|Chen, Beibei B.|Mallampalli, Rama K.|Kelley, Eric E.|Csanyi, Gabor|Gladwin, Mark T.|Romero, Guillermo|Pagano, Patrick J.|Ranayhossaini, Daniel J.|Rodriguez, Andres I.",Vet Affairs Pittsburgh Healthcare Syst|Univ Pittsburgh|Univ Pittsburgh|Univ Pittsburgh,23,JOURNAL OF BIOLOGICAL CHEMISTRY,0021-9258,1083-351X
WOS:000328939200014,2013,Lenalidomide Inhibits Lymphangiogenesis in Preclinical Models of Mantle Cell Lymphoma,"Song, Kai|Herzog, Brett H.|Sheng, Minjia|Fu, Jianxin|McDaniel, J. Michael|Ruan, Jia|Xia, Lijun",Soochow Univ|Soochow Univ|Jilin Univ|New York Presbyterian Hosp|Weill Cornell Med Coll|Univ Oklahoma|Oklahoma Med Res Fdn,21,CANCER RESEARCH,0008-5472,1538-7445
WOS:000328944500024,2014,Novel cardiovascular gene functions revealed via systematic phenotype prediction in zebrafish,"Musso, Gabriel|Tasan, Murat|Roth, Frederick P.|Zuberi, Khalid|Plovie, Eva|Mosimann, Christian|Morris, Quaid|Dunham, Julie|Zon, Leonard|Chua, Hon Nian|Carr, Logan A.|Rodriguez, Harold|Beaver, John E.|MacRae, Calum A.",Dan Farber Canc Inst|Mt Sinai Hosp|Harvard Univ|Childrens Hosp|Howard Hughes Med Inst|Univ Toronto|Univ Toronto|Univ Toronto|Harvard Univ|Brigham & Womens Hosp|Harvard Univ,11,DEVELOPMENT,0950-1991,1477-9129
WOS:000328950700036,2014,IL-6-Mediated Induction of Matrix Metalloproteinase-9 Is Modulated by JAK-Dependent IL-10 Expression in Macrophages,"Kothari, Poonam|Falcone, Domenick J.|Dannenberg, Andrew J.|Khan, K. M. Faisal|Elchaki, Rim|Mesraoua, Rim|Pestana, Roberto",Weill Cornell Med Coll|Weill Cornell Med Coll|Weill Cornell Med Coll|Weill Cornell Med Coll,27,JOURNAL OF IMMUNOLOGY,0022-1767,1550-6606
WOS:000329134700005,2013,Are mast cells the real culprit in atherosclerosis?,"Virmani, Renu|Sakakura, Kenichi|Otsuka, Fumiyuki",CVPath Inst Inc,1,EUROPEAN HEART JOURNAL,0195-668X,1522-9645
WOS:000329151600017,2014,Searching for a successful HDL-based treatment strategy,"Reddy, Srinivasa T.|Anantharamaiah, G. M.|Fogelman, Alan M.|Navab, Mohamad",Univ Alabama Birmingham|Univ Calif Los Angeles|Univ Calif Los Angeles|Univ Calif Los Angeles,10,BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR AND CELL BIOLOGY OF LIPIDS,1388-1981,0006-3002
WOS:000329166500004,2014,Silencing HoxA1 by Intraductal Injection of siRNA Lipidoid Nanoparticles Prevents Mammary Tumor Progression in Mice,"Ingber, Donald E.|Collins, James J.|Goldberg, Michael S.|Kowalski, Marek|Li, Hu|Krause, Silva|Brock, Amy",Boston Univ|Harvard Univ|Harvard Univ|Harvard Univ|Harvard Univ,24,SCIENCE TRANSLATIONAL MEDICINE,1946-6234,1946-6242
WOS:000329223500007,2014,Recruitment and retention: factors that affect pericyte migration,"Brekken, Rolf A.|Aguilera, Kristina Y.",Univ Texas SW Med Ctr Dallas,18,CELLULAR AND MOLECULAR LIFE SCIENCES,1420-682X,1420-9071
WOS:000329228000006,2014,NG2 proteoglycan promotes tumor vascularization via integrin-dependent effects on pericyte function,"Sakimura, Kenji|Adams, Ralf H.|Stallcup, William B.|Yotsumoto, Fusanori|You, Weon-Kyoo",Univ Munster|Max Planck Inst Mol Biomed|Niigata Univ|Sanford Burnham Med Res Inst,36,ANGIOGENESIS,0969-6970,1573-7209
WOS:000329275000015,2013,"Deletion of SHP-2 in mesenchymal stem cells causes growth retardation, limb and chest deformity, and calvarial defects in mice","Feng, Gen-Sheng|Lapinski, Philip E.|King, Philip D.|Kamiya, Nobuhiro|Meyer, Melissa F.",Texas Scottish Rite Hosp Children|Univ Calif San Diego|Univ Michigan,14,DISEASE MODELS & MECHANISMS,1754-8403,1754-8411
WOS:000329283900017,2013,An Unexpected Intriguing Effect of Toll-Like Receptor Regulator RP105 (CD180) on Atherosclerosis Formation With Alterations on B-Cell Activation,"Jukema, J. W.|de Jager, S. C. A.|Ewing, M. M.|Mallat, Z.|Redeker, A.|van Santbrink, P. J.|Bot, I.|de Vries, M. R.|Quax, P. H. A.|Kuiper, J.|Karper, J. C.|Arens, R.|Binder, C. J.",Austrian Acad Sci|Med Univ Vienna|INSERM|Leiden Univ|Univ Med Ctr Utrecht|Leiden Univ|Leiden Univ|Leiden Univ|Leiden Univ,10,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,1079-5642,1524-4636
WOS:000329333500016,2014,Aortic aneurysms in Loeys-Dietz syndrome - a tale of two pathways?,"Daugherty, Alan|Rateri, Debra L.|Davis, Frank",Univ Kentucky,5,JOURNAL OF CLINICAL INVESTIGATION,0021-9738,1558-8238
WOS:000329333500030,2014,Heparan sulfate deficiency disrupts developmental angiogenesis and causes congenital diaphragmatic hernia,"Clugston, Robin D.|Xiao, Wenyuan|Qiu, Hong|Zhang, Fuming|Moniz, Heather A.|Jaworski, Alexander|Condac, Eduard|Gutierrez-Sanchez, Gerardo|Heiss, Christian|Azadi, Parastoo|Greer, John J.|Wang, Lianchun|Esko, Jeffrey D.|Linhardt, Robert J.|Zhang, Bing|Li, Dean|Moremen, Kelley W.|Bergmann, Carl",Univ Calif San Diego|Univ Utah|Univ Alberta|Brown Univ|Rensselaer Polytech Inst|Univ Georgia|Univ Georgia,14,JOURNAL OF CLINICAL INVESTIGATION,0021-9738,1558-8238
WOS:000329333800020,2014,Left Ventricular Hypertrophy Patterns and Incidence of Heart Failure With Preserved Versus Reduced Ejection Fraction,"Lee, Douglas S.|D'Agostino, Ralph B.|Levy, Daniel|Wang, Thomas J.|Aragam, Jayashri|Pencina, Michael J.|Velagaleti, Raghava S.|Vasan, Ramachandran S.|Benjamin, Eme Lia J.|Kannel, William B.|Gona, Philimon",Boston Univ|Boston Univ|Univ Toronto|Univ Toronto|NHLBI|Massachusetts Gen Hosp|Harvard Univ|Vet Adm Hosp|Boston Univ|Univ Massachusetts|Univ Massachusetts|Framingham Heart Dis Epidemiol Study,32,AMERICAN JOURNAL OF CARDIOLOGY,0002-9149,1879-1913
WOS:000329343000018,2014,N-linked Glycosylation Enrichment for In-depth Cell Surface Proteomics of Diffuse Large B-cell Lymphoma Subtypes,"Cox, Juergen|Deeb, Sally J.|Mann, Matthias|Schmidt-Supprian, Marc",Max Planck Inst Biochem|Max Planck Inst Biochem,33,MOLECULAR & CELLULAR PROTEOMICS,1535-9476,1535-9484
WOS:000329370900024,2014,Hydrogen Peroxide Regulates Osteopontin Expression through Activation of Transcriptional and Translational Pathways,"Griendling, Kathy K.|Walter, Grant A.|Lassegue, Bernard|Fan, Aaron E.|Remus, Ebony W.|Lyle, Alicia N.|Taylor, W. Robert|Kiyosue, Arihiro",Tokyo Univ Hosp|Atlanta Vet Affairs Med Ctr|Emory Univ|Emory Univ,8,JOURNAL OF BIOLOGICAL CHEMISTRY,0021-9258,1083-351X
WOS:000329401100003,2014,A Ligand-Independent VEGFR2 Signaling Pathway Limits Angiogenic Responses in Diabetes,"Der, Aaron|Iruela-Arispe, M. Luisa|Briot, Anais|Ziyad, Safiyyah|Warren, Carmen M.",Univ Calif Los Angeles|Univ Calif Los Angeles,28,SCIENCE SIGNALING,1945-0877,1937-9145
