id,pubyear,titles,author,affiliated,wos_total,journal,issns,eissns
WOS:000265843400035,2009,Fluorescent pegylated nanoparticles demonstrate fluid-phase pinocytosis by macrophages in mouse atherosclerotic lesions,"Anzinger, Joshua J.|Amar, Marcelo|Buono, Chiara|Kruth, Howard S.",VisEn Med|NHLBI|NHLBI,48,JOURNAL OF CLINICAL INVESTIGATION,0021-9738,1558-8238
WOS:000265872900008,2009,Cell adhesion and signaling networks in brain neurovascular units,"McCarty, Joseph H.",Univ Texas MD Anderson Canc Ctr,38,CURRENT OPINION IN HEMATOLOGY,1065-6251,1531-7048
WOS:000266569500002,2009,Expression and Function of Anti-Inflammatory Interleukins: The Other Side of the Vascular Response to Injury,"Cuneo, Anthony A.|Autieri, Michael V.",Temple Univ,13,CURRENT VASCULAR PHARMACOLOGY,1570-1611,1875-6212
WOS:000266634700038,2009,"Critical role of CD11b(+) macrophages and VEGF in inflammatory lymphangiogenesis, antigen clearance, and inflammation resolution","Baik, Jung Eun|Han, Seung Hyun|Alitalo, Kari|Koh, Gou Young|Yang, Hanseul|Jang, Cholsoon|Jung, Keehoon|Kataru, Raghu P.|Schwendener, Reto A.",Univ Helsinki|Int Vaccine Inst|Seoul Natl Univ|Univ Zurich|Korea Adv Inst Sci & Technol|Korea Adv Inst Sci & Technol,184,BLOOD,0006-4971,1528-0020
WOS:000266848600004,2009,Thoracic Aortic Dissection: Are Matrix Metalloproteinases Involved?,"Zhang, Xiaoming|LeMaire, Scott A.|Shen, Ying H.",Shandong Univ|Baylor Coll Med|St Lukes Episcopal Hosp,34,VASCULAR,1708-5381,1708-539X
WOS:000267488900011,2009,Cell Therapy with Bone Marrow Cells for Myocardial Regeneration,"Nam, Douglas|Kim, Hyongbum|Kim, Sung-Whan|Kim, Sinae|Yoon, Young-sup",Emory Univ,13,ANTIOXIDANTS & REDOX SIGNALING,1523-0864,1557-7716
WOS:000267672600024,2009,Sporadic In Utero Generalized Edema Caused by Mutations in the Lymphangiogenic Genes VEGFR3 and FOXC2,"Boon, Laurence M.|Ghalamkarpour, Arash|Haan, Eric|Van Regemorter, Nicole|Thomas, Dominique|Revencu, Nicole|Gillerot, Yves|Debaucher, Christian|Vikkula, Miikka|Sznajer, Yves",Clin Univ St Luc|Clin Univ St Luc|Hop Iris Sud|Univ Libre Bruxelles|Free Univ Brussels|Univ Adelaide|Womens & Childrens Hosp|Clin Univ St Luc|Univ Catholique Louvain,23,JOURNAL OF PEDIATRICS,0022-3476,1097-6833
WOS:000267696500026,2009,Genetic Variants Associated With Cardiac Structure and Function A Meta-analysis and Replication of Genome-wide Association Data,"Ziegler, Andreas|Reffelmann, Thorsten|Redfield, Margaret M.|Werdan, Karl|Mitchell, Gary F.|Rice, Kenneth|Arnett, Donna K.|Hofman, Albert|Gottdiener, John S.|Uitterlinden, Andre G.|Meitinger, Thomas|Blettner, Maria|Friedrich, Nele|Wang, Thomas J.|Psaty, Bruce M.|van Duijn, Cornelia M.|Wichmann, H. -Erich|Munzel, Thomas|Kroemer, Heyo K.|J. Benjamin, Emelia|Rotter, Jerome I.|Witteman, Jacqueline C.|Schunkert, Heribert|Schmidt, Helena|Voelzke, Henry|Blankenberg, Stefan|Stricker, Bruno H.|Heckbert, Susan R.|O'Donnell, Christopher J.|Ingelsson, Erik|Voelker, Uwe|Lackner, Karl J.|Stritzke, Jan|Deckers, Jaap W.|Haritunians, Talin|Levy, Daniel|Greiser, Karin Halina|Rodeheffer, Richard J.|Lind, Lars|Zweiker, Robert|Doerr, Marcus|Schnabel, Renate B.|Erdmann, Jeanette|Rivadeneira, Fernando|Bis, Joshua C.|Aragam, Jayashri|Struchalin, Maksim|Homuth, Georg|Zeller, Tanja|Koenig, Inke R.|Aulchenko, Yurii S.|Lumley, Thomas|Kathiresan, Sekar|Schmidt, Reinhold|Teumer, Alexander|Schillert, Arne|Grosshennig, Anika|Dehghan, Abbas|Smith, Nicholas L.|Larson, Martin G.|Watzinger, Norbert|Felix, Stephan B.|Wild, Philipp S.|Lieb, Wolfgang|Felix, Janine F.|Glazer, Nicole L.|Vasan, Ramachandran S.|Kullo, Iftikhar",NHLBI|Univ Halle Wittenberg|Inst Med Epidemiol Biostat & Informat|Mayo Clin|Karolinska Inst|Uppsala Univ|Med Univ Graz|Med Univ Graz|Med Univ Graz|Ernst Moritz Arndt Univ Greifswald|Inst Community Med|Inst Pharmacol|Interfac Inst Genet & Funct Genom|Johannes Gutenberg Univ Mainz|Johannes Gutenberg Univ Mainz|Johannes Gutenberg Univ Mainz|Tech Univ Munich|Univ Munich|German Res Ctr Environm Hlth|Helmholtz Zentrum Munchen|Helmholtz Zentrum Munchen|Med Univ Lubeck|Med Univ Lubeck|Erasmus MC|Erasmus MC|Erasmus MC|Cedars Sinai Med Ctr|Univ Maryland Hosp|Univ Alabama Birmingham|Grp Hlth Cooperat Puget Sound|Seattle Epidemiol Res & Informat Ctr|Univ Washington|Univ Washington|Univ Washington|Univ Washington|Univ Washington|NHLBI|Boston Univ|Boston Univ|Boston Univ|NHLBI,119,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,0098-7484,1538-3598
WOS:000268041800004,2009,C-reactive protein: A multipronged assailant on endothelium-dependent vasodilation,"Larsen, Brandon T.|Gutterman, David D.",Vet Adm Med Ctr|Med Coll Wisconsin|Med Coll Wisconsin|Med Coll Wisconsin,0,JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY,0022-2828,1095-8584
WOS:000268257100024,2009,Bone Marrow Mononuclear Cells Have Neurovascular Tropism and Improve Diabetic Neuropathy,"Ii, Masaaki|Houge, Mackenzie A.|Kim, Sinae|Choi, Yong Jin|Park, Jong-seon|Kim, Hyongbum|Kim, Sung-Whan|Huh, Yang Hoon|Han, Ji Woong|Kim, Mee-Ohk|Lee, JiYoon|Yoon, Young-sup",Boston Biomed Res Inst|Tufts Univ|Emory Univ,39,STEM CELLS,1066-5099,1549-4918
WOS:000268316100013,2009,Kruppel-like Factor 2 Inhibits Hypoxia-inducible Factor 1 alpha Expression and Function in the Endothelium,"Maemura, Koji|Atkins, G. Brandon|Haldar, Saptarsi M.|LaManna, Joseph C.|Jain, Mukesh K.|Kawanami, Daiji|Hamik, Anne|Mahabeleshwar, Ganapati H.|Lin, Zhiyong",Case Western Reserve Univ|Nagasaki Univ|Case Western Reserve Univ|Case Western Reserve Univ,45,JOURNAL OF BIOLOGICAL CHEMISTRY,0021-9258,1083-351X
WOS:000268535700016,2009,Lipocalin 2 A multifaceted modulator of human cancer,"Yang, Jiang|Moses, Marsha A.",Harvard Univ|Childrens Hosp|Childrens Hosp,52,CELL CYCLE,1538-4101,1551-4005
WOS:000268661800027,2009,Caenorhabditis elegans Has a Phosphoproteome Atypical for Metazoans That Is Enriched in Developmental and Sex Determination Proteins,"Gnad, Florian|Mann, Matthias|Wisniewski, Jacek R.|Zielinska, Dorota F.|Jedrusik-Bode, Monika",Max Planck Inst Biophys Chem|Harvard Univ|Max Planck Inst Biochem,42,JOURNAL OF PROTEOME RESEARCH,1535-3893,1535-3907
WOS:000268813900023,2009,Macrophage Apoptosis in Atherosclerosis: Consequences on Plaque Progression and the Role of Endoplasmic Reticulum Stress,"Tabas, Ira",Columbia Univ|Columbia Univ|Columbia Univ,72,ANTIOXIDANTS & REDOX SIGNALING,1523-0864,1557-7716
WOS:000269372700026,2009,Relation of Serum Leptin With Cardiac Mass and Left Atrial Dimension in Individuals &gt; 70 Years of Age,"Aragam, Jayashri|Harris, Tamara B.|Roubenoff, Ronenn|Vasan, Ramachandran S.|Sullivan, Lisa A.|Benjamin, Emelia J.|Lieb, Wolfgang",NIA|Tufts Univ|Boston Univ|Boston Univ|Boston Univ|Vet Adm Hosp|Framingham Heart Dis Epidemiol Study,18,AMERICAN JOURNAL OF CARDIOLOGY,0002-9149,1879-1913
WOS:000269738000008,2009,Intrinsic Voltage Dependence of the Epithelial Na+ Channel Is Masked by a Conserved Transmembrane Domain Tryptophan,"Mironova, Elena|Staruschenko, Alexander|Karpushev, Alexey V.|Kucher, Volodymyr|Stockand, James|Hendron, Eunan|Boiko, Nina|Tong, Qiusheng|Pochynyuk, Oleh",Med Coll Wisconsin|Univ Texas Hlth Sci Ctr San Antonio,5,JOURNAL OF BIOLOGICAL CHEMISTRY,0021-9258,1083-351X
WOS:000270043300001,2009,Combining angiogenic gene and stem cell therapies for myocardial infarction,"Grossman, William|Su, Hua|Ye, Jianqin|Kan, Yuet Wai|Pons, Jennifer|Huang, Yu|Takagawa, Junya|Arakawa-Hoyt, Janice",Univ Calif San Francisco|Univ Calif San Francisco|Univ Calif San Francisco|Univ Calif San Francisco|Univ Calif San Francisco,30,JOURNAL OF GENE MEDICINE,1099-498X,1521-2254
WOS:000270270200006,2009,Association of Leukocyte Telomere Length With Echocardiographic Left Ventricular Mass The Framingham Heart Study,"Vasan, Ramachandran S.|Demissie, Serkalem|Kimura, Masayuki|Cupples, L. Adrienne|White, Charles|Gardner, Jeffrey P.|Cao, Xiaogian|Levy, Daniel|Benjamin, Emelia J.|Aviv, Abraham",NHLBI|Univ Med & Dent New Jersey|Boston Univ|Boston Univ|Boston Univ|Boston Univ|Boston Univ|NHLBI,35,CIRCULATION,0009-7322,1524-4539
WOS:000270516100026,2009,PKC delta influences p190 phosphorylation and activity: Events independent of PKC delta-mediated regulation of endothelial cell stress fiber and focal adhesion formation and barrier function,"Harrington, Elizabeth O.|Fordjour, Akua K.",Brown Univ,11,BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS,0304-4165,1872-8006
WOS:000270523100028,2009,Calcium/calmodulin-dependent protein kinase II links ER stress with Fas and mitochondrial apoptosis pathways,"Tabas, Ira|Timmins, Jenelle M.|Seimon, Tracie A.|Li, Gang|Malagelada, Cristina|Backs, Johannes|Backs, Thea|Bassel-Duby, Rhonda|Olson, Eric N.|Anderson, Mark E.|Ozcan, Lale",Columbia Univ|Univ Iowa|Univ Iowa|Univ Texas SW Med Ctr Dallas|Heidelberg Univ|Columbia Univ|Columbia Univ|Columbia Univ|Columbia Univ,208,JOURNAL OF CLINICAL INVESTIGATION,0021-9738,1558-8238
WOS:000271030700002,2009,"Secreted Phosphoprotein 1 (SPP1, Osteopontin) Binds to Integrin Alphavbeta6 on Porcine Trophectoderm Cells and Integrin Alphavbeta3 on Uterine Luminal Epithelial Cells, and Promotes Trophectoderm Cell Adhesion and Migration","Erikson, David W.|Johnson, Greg A.|Bayless, Kayla J.|Burghardt, Robert C.",Texas A&M Univ|Texas A&M Hlth Sci Ctr,57,BIOLOGY OF REPRODUCTION,0006-3363,1529-7268
WOS:000271032900001,2009,Platelet physiology,"Dauerman, H. L.|Smyth, S. S.|Mcever, R. P.|Weyrich, A. S.|Morrell, C. N.|Hoffman, M. R.|Arepally, G. M.|French, P. A.|Becker, R. C.",Duke Univ|Left Lane Commun|Univ Vermont|Duke Univ|Durham Vet Affairs Med Ctr|Johns Hopkins Univ|Univ Utah|Oklahoma Med Res Fdn|Univ Kentucky|Univ Kentucky,227,JOURNAL OF THROMBOSIS AND HAEMOSTASIS,1538-7933,1538-7836
WOS:000271248200003,2009,Free fatty acids enhance breast cancer cell migration through plasminogen activator inhibitor-1 and SMAD4,"Chen, Yabing|Ponnazhagan, Selvarangan|Welch, Danny R.|Ren, Changchun|McDonald, Jay M.|Hardy, Robert W.|Byon, Chang Hyun",Vet Adm Med Ctr|Univ Alabama Birmingham|Univ Alabama Birmingham,13,LABORATORY INVESTIGATION,0023-6837,1530-0307
WOS:000271495500044,2009,Repulsive axon guidance molecule Slit3 is a novel angiogenic factor,"Bicknell, Roy|Dietrich, Ursula M.|Zhang, Bing|Wang, Lianchun|Esko, Jeffrey D.|Geng, Jian-Guo",Univ Calif San Diego|Univ Birmingham|Univ Minnesota|Univ Georgia|Univ Georgia,62,BLOOD,0006-4971,1528-0020
WOS:000271554100008,2009,High-accuracy identification and bioinformatic analysis of in vivo protein phosphorylation sites in yeast,"Ren, Shubin|Gnad, Florian|Cox, Juergen|Neuhauser, Nadin|Olsen, Jesper V.|de Godoy, Lyris M. F.|Mann, Matthias",Univ Copenhagen|Max Planck Inst Biochem,74,PROTEOMICS,1615-9853,1615-9861
WOS:000271589400021,2009,Homocysteine inhibits neoangiogenesis in mice through blockade of annexin A2-dependent fibrinolysis,"Greenberg, Caroline B.|Deora, Arunkurnar B.|Jacovina, Andrew T.|Smith, Jonathan D.|Hajjar, Katherine A.|Marcus, Aaron J.|Broekman, M. Johan|Almeida, Dena|Ling, Qi",Lerner Res Inst NC 10|VA New York Harbor Healthcare Syst|Weill Cornell Med Coll|Univ Connecticut|Weill Cornell Med Coll,37,JOURNAL OF CLINICAL INVESTIGATION,0021-9738,1558-8238
WOS:000271822600005,2009,Role of Class 3 Semaphorins and Their Receptors in Tumor Growth and Angiogenesis,"Samuel, Shaija|Zhou, Yunfei|Lu, Jia|Gaur, Puja|Bielenberg, Diane R.|Xia, Ling|Fan, Fan|Dallas, Nikolaos A.|Gray, Michael J.|Ellis, Lee M.|Bose, Debashish",Univ Texas MD Anderson Canc Ctr|Univ Texas MD Anderson Canc Ctr|Harvard Univ,63,CLINICAL CANCER RESEARCH,1078-0432,1557-3265
WOS:000271860500011,2009,Mechanisms of Immune Complex-Mediated Neutrophil Recruitment and Tissue Injury,"Tsuboi, Naotake|Mayadas, Tanya N.|Tsokos, George C.",Harvard Univ|Beth Israel Deaconess Med Ctr|Brigham & Womens Hosp,73,CIRCULATION,0009-7322,1524-4539
WOS:000271988200003,2009,NOX and inflammation in the vascular adventitia,"Pagano, Patrick J.|Taylor, W. Robert|Csanyi, Gabor",Atlanta VA Med Ctr|Emory Univ|Emory Univ|Univ Pittsburgh|Univ Pittsburgh,70,FREE RADICAL BIOLOGY AND MEDICINE,0891-5849,1873-4596
WOS:000272017900001,2009,Animal models of pulmonary arterial hypertension: the hope for etiological discovery and pharmacological cure,"Mooi, Wolter J.|McMurtry, Ivan F.|Stenmark, Kurt R.|Meyrick, Barbara|Galie, Nazzareno",Univ Colorado Denver,321,AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY,1040-0605,1522-1504
WOS:000272079300017,2009,Transcellular migration of leukocytes is mediated by the endothelial lateral border recycling compartment,"Mamdouh, Zahra|Mikhailov, Alexei|Muller, William A.",Northwestern Univ,90,JOURNAL OF EXPERIMENTAL MEDICINE,0022-1007,1540-9538
WOS:000272723300001,2009,Prevention of elastase-induced emphysema in placenta growth factor knock-out mice,"Cheng, Shi Jung|Carmeliet, Peter|Cheng, Shih Lung|Tsao, Po Nien|Yang, Pan Chyr|Yu, Chong Jen|Wang, Hao Chien",Natl Taiwan Univ Hosp|Katholieke Univ Leuven|VIB|Natl Taiwan Univ Hosp|Yuan Ze Univ|Far Eastern Mem Hosp|Natl Taiwan Univ Hosp,18,RESPIRATORY RESEARCH,1465-993X,1465-9921
WOS:000272950300008,2010,PET and SPECT in cardiovascular molecular imaging,"Sinusas, Albert J.|Dobrucki, Lawrence W.",Yale Univ|Yale Univ,69,NATURE REVIEWS CARDIOLOGY,1759-5002,1759-5010
WOS:000273070100014,2010,"alpha 5 beta 1 Integrin Engagement Increases Large Conductance, Ca2+-activated K+ Channel Current and Ca2+ Sensitivity through c-src-mediated Channel Phosphorylation","Braun, Andrew P.|Yang, Yan|Wu, Xin|Gui, Peichun|Wu, Jianbo|Sheng, Jian-Zhong|Ling, Shizhang|Davis, George E.|Davis, Michael J.",Univ Calgary|Texas A&M Hlth Sci Ctr|Univ Missouri|Univ Missouri,25,JOURNAL OF BIOLOGICAL CHEMISTRY,0021-9258,1083-351X
WOS:000273334600005,2009,Activation of PPAR gamma induces profound multilocularization of adipocytes in adult mouse white adipose tissues,"Koh, Gou Young|Park, Jin Woo|Lee, In-Kyu|Han, Jinah|Park, Byung-Hyun|Park, Ji-Hyun|Koh, Young Jun",Kyungbook Natl Univ|Chonnam Natl Univ|Korea Adv Inst Sci & Technol|Korea Adv Inst Sci & Technol,29,EXPERIMENTAL AND MOLECULAR MEDICINE,1226-3613,2092-6413
WOS:000273403600013,2010,The Impact of Macrophage Insulin Resistance on Advanced Atherosclerotic Plaque Progression,"Accili, Domenico|Tall, Alan|Tabas, Ira",Columbia Univ|Columbia Univ|Columbia Univ,65,CIRCULATION RESEARCH,0009-7330,1524-4571
WOS:000273431400009,2010,Protein Carbonylation in Skeletal Muscles: Impact on Function,"Barreiro, Esther|Hussain, Sabah N. A.",Univ Pompeu Fabra|Hosp del Mar|Hosp del Mar|Inst Salud Carlos III|McGill Univ|McGill Univ|McGill Univ,51,ANTIOXIDANTS & REDOX SIGNALING,1523-0864,1557-7716
WOS:000273494500015,2009,Overexpression of Cu/Zn-superoxide dismutase and/or catalase accelerates benzo(a) pyrene detoxification by upregulation of the aryl hydrocarbon receptor in mouse endothelial cells,"Guo, ZhongMao|Zhao, Yanfeng|Wang, Zefen|Yang, Hong|Ramesh, Aramandla|Roberts, L. Jackson, II|Zhou, LiChun|Lin, Xinhua",Vanderbilt Univ|Meharry Med Coll|Meharry Med Coll,23,FREE RADICAL BIOLOGY AND MEDICINE,0891-5849,1873-4596
WOS:000273658300012,2010,Vascular endothelial growth factor enhances cancer cell adhesion to microvascular endothelium in vivo,"Lv, Yonggang|Zeng, Min|Hao, Yanyan|Giancotti, Filippo G.|Fu, Bingmei M.|Shen, Shang|Fan, Jie|Cai, Bin",Mem Sloan Kettering Canc Ctr|Univ Nevada|CUNY City Coll,22,EXPERIMENTAL PHYSIOLOGY,0958-0670,1469-445X
WOS:000273717000011,2010,Chronic hypoxia augments depolarization-induced Ca2+ sensitization in pulmonary vascular smooth muscle through superoxide-dependent stimulation of RhoA,"Norton, Charles E.|Resta, Thomas C.|Walker, Benjimen R.|Jernigan, Nikki L.|Broughton, Brad R. S.",Univ New Mexico,33,AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY,1040-0605,1522-1504
WOS:000273799100020,2010,Modeling of Flow-Induced Shear Stress Applied on 3D Cellular Scaffolds: Implications for Vascular Tissue Engineering,"Levenberg, Shulamit|Lesman, Ayelet|Blinder, Yaron",Technion Israel Inst Technol,29,BIOTECHNOLOGY AND BIOENGINEERING,0006-3592,1097-0290
WOS:000273799900015,2010,Loss of Endothelial Tie1 Receptor Impairs Lymphatic Vessel Development-Brief Report,"Waltari, Marika|Korhonen, Emilia Anne|D'Amico, Gabriela|Alitalo, Kari|Laakkonen, Pirjo|Saharinen, Pipsa",Univ Helsinki|Univ Helsinki,34,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,1079-5642,1524-4636
WOS:000273909400016,2010,Boning up on Wolff's Law: Mechanical regulation of the cells that make and maintain bone,"Chen, Jan-Hung|Simmons, Craig A.|Liu, Chao|You, Lidan",Univ Toronto|Univ Toronto|Univ Toronto,117,JOURNAL OF BIOMECHANICS,0021-9290,1873-2380
WOS:000273951600027,2010,Brain-Derived Neurotrophic Factor Stimulates Production of Prostacyclin in Cerebral Arteries,"Katusic, Zvonimir S.|Santhanam, Anantha Vijay R.|Smith, Leslie A.",Mayo Clin|Mayo Clin|Mayo Clin,25,STROKE,0039-2499,1524-4628
WOS:000274182200009,2010,Oxidative Stress and Vascular Smooth Muscle Cell Growth: A Mechanistic Linkage by Cyclophilin A,"Satoh, Kimio|Nigro, Patrizia|Berk, Bradford C.",Tohoku Univ|Univ Rochester|Univ Rochester,70,ANTIOXIDANTS & REDOX SIGNALING,1523-0864,1557-7716
WOS:000274287500009,2010,Adipose tissue is an extramedullary reservoir for functional hematopoietic stem and progenitor cells,"Koh, Gou Young|Kim, Injune|Cho, Chung-Hyun|Ryoo, Hyun Gee|Moon, Hye Rin|Koh, Young Jun|Han, Jinah",Chungnam Natl Univ|Korea Adv Inst Sci & Technol|Korea Adv Inst Sci & Technol|Korea Adv Inst Sci & Technol|Korea Adv Inst Sci & Technol,79,BLOOD,0006-4971,1528-0020
WOS:000274723800016,2010,Anchorage of VEGF to the extracellular matrix conveys differential signaling responses to endothelial cells,"Chen, Tom T.|Segura, Tatiana|Iruela-Arispe, M. Luisa|Luque, Alfonso|Lee, Sunyoung|Anderson, Sean M.",Univ Calif Los Angeles|Univ Calif Los Angeles|Univ Calif Los Angeles|Univ Calif Los Angeles,153,JOURNAL OF CELL BIOLOGY,0021-9525,1540-8140
WOS:000275131800021,2010,Macrophage fusion leading to foreign body giant cell formation persists under phagocytic stimulation by microspheres in vitro and in vivo in mouse models,"Skokos, Eleni A.|Zeng, Jianmin|Knox, Kristin|Jay, Steven M.|Kyriakides, Themis R.",Yale Univ|Yale Univ|Yale Univ,18,JOURNAL OF BIOMEDICAL MATERIALS RESEARCH PART A,1549-3296,1552-4965
WOS:000275297000048,2010,Steroid-Resistant Lymphatic Remodeling in Chronically Inflamed Mouse Airways,"Yao, Li-Chin|McDonald, Donald M.|Feng, Jennifer|Baluk, Peter",Univ Calif San Francisco|Univ Calif San Francisco,35,AMERICAN JOURNAL OF PATHOLOGY,0002-9440,1525-2191
WOS:000275411600017,2010,Emerging therapies for the treatment of pulmonary hypertension,"Rabinovitch, Marlene|Stenmark, Kurt R.",Stanford Univ|Univ Colorado Denver,28,PEDIATRIC CRITICAL CARE MEDICINE,1529-7535,1947-3893
WOS:000276208200001,2010,ICAM-1 Clustering on Endothelial Cells Recruits VCAM-1,"van Buul, Jaap D.|Mul, Erik P. J.|Hordijk, Peter L.|van Stalborch, Anna-Marieke|van Alphen, Floris P. J.|van Rijssel, Jos",Univ Amsterdam,16,JOURNAL OF BIOMEDICINE AND BIOTECHNOLOGY,1110-7243,1110-7251
WOS:000276214000013,2010,Plasminogen Activator Inhibitor-1 Regulates Myoendothelial Junction Formation,"Heberlein, Katherine R.|Straub, Adam C.|Best, Angela K.|Greyson, Mark A.|Looft-Wilson, Robin C.|Sharma, Poonam R.|Meher, Akshaya|Leitinger, Norbert|Isakson, Brant E.",Coll William & Mary|Univ Virginia|Univ Virginia|Univ Virginia,27,CIRCULATION RESEARCH,0009-7330,1524-4571
WOS:000276650000007,2010,Untitled,"Dardik, Alan",Yale Univ,0,JOURNAL OF SURGICAL RESEARCH,0022-4804,1095-8673
WOS:000276659800003,2010,Improvement in Lipid and Protein Trafficking in Niemann-Pick C1 Cells by Correction of a Secondary Enzyme Defect,"Devlin, Cecilia|Maxfield, Frederick R.|Tabas, Ira|Schuchman, Edward H.|Liao, Xianghai|Pipalia, Nina H.",Columbia Univ|Columbia Univ|Mt Sinai Sch Med|Columbia Univ|Cornell Univ,41,TRAFFIC,1398-9219,1600-0854
WOS:000276803500001,2010,Basic Science Review: Statin Therapy-Part I: The Pleiotropic Effects of Statins in Cardiovascular Disease,"Gahtan, Vivian|Maier, Kristopher G.|Sadowitz, Benjamin",VA Healthcare Network Upstate New York Syracuse|SUNY Upstate Med Univ,79,VASCULAR AND ENDOVASCULAR SURGERY,1538-5744,1938-9116
WOS:000276870800015,2010,Activation of a latent nuclear localization signal in the NH2 terminus of gamma-ENaC initiates feedback regulation of channel activity,"Stockand, James D.|Mironova, Elena",Univ Texas Hlth Sci Ctr San Antonio,0,AMERICAN JOURNAL OF PHYSIOLOGY-RENAL PHYSIOLOGY,1931-857X,1522-1466
WOS:000277238200004,2010,Thoracic aortic disease in tuberous sclerosis complex: molecular pathogenesis and potential therapies in Tsc2(+/-) mice,"Cao, Jiumei|Guo, Dong-chuan|Gong, Limin|Gambello, Michael J.|Milewicz, Dianna M.|Kuang, Shao-Qing|Kwartler, Callie S.|Safi, Hazim|Estrera, Anthony|Mietzsch, Ulrike",Jiaotong Univ|Univ Texas Houston|Univ Texas Houston|Univ Texas Houston,21,HUMAN MOLECULAR GENETICS,0964-6906,1460-2083
WOS:000277250900005,2010,Wide genetic variation in the native pial collateral circulation is a major determinant of variation in severity of stroke,"Faber, James E.|Sealock, Robert|Prabhakar, Pranay|Zhang, Hua",Univ N Carolina|Univ N Carolina,91,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM,0271-678X,1559-7016
WOS:000277944000012,2010,Decoding signalling networks by mass spectrometry-based proteomics,"Choudhary, Chunaram|Mann, Matthias",Max Planck Inst Biochem|Univ Copenhagen,341,NATURE REVIEWS MOLECULAR CELL BIOLOGY,1471-0072,1471-0080
WOS:000277944700009,2010,Analysis of angiogenesis induced by local IGF-1 expression after myocardial infarction using microSPECT-CT imaging,"Sen, Sabyasachi|Mendizabal, Marivi|Sinusas, Albert J.|Aikawa, Ryuichi|Gavin, Mary|Tsutsumi, Yoshiaki|Kalinowski, Leszek|Dobrucki, Lawrence W.|Dean, Jarrod",Med Univ Gdansk|Tufts Univ|Yale Univ|Univ Sydney,29,JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY,0022-2828,1095-8584
WOS:000278018500008,2010,Prelamin A Acts to Accelerate Smooth Muscle Cell Senescence and Is a Novel Biomarker of Human Vascular Aging,"Shanahan, Catherine M.|Shroff, Rukshana|Figg, Nichola|Tajsic, Tamara|Ragnauth, Cassandra D.|Warren, Derek T.|Liu, Yiwen|McNair, Rosamund|Skepper, Jeremy",Univ Cambridge|Addenbrookes Hosp|Great Ormond St Hosp Sick Children|Kings Coll London,148,CIRCULATION,0009-7322,1524-4539
WOS:000278020300004,2010,Morphological Heterogeneity of Endothelium,"Stan, Radu V.|Tse, Dan",Dartmouth Med Sch,39,SEMINARS IN THROMBOSIS AND HEMOSTASIS,0094-6176,1098-9064
WOS:000278132900023,2010,Precision Mapping of an In Vivo N-Glycoproteome Reveals Rigid Topological and Sequence Constraints,"Mann, Matthias|Gnad, Florian|Wisniewski, Jacek R.|Zielinska, Dorota F.",Harvard Univ|Max Planck Inst Biochem,433,CELL,0092-8674,1097-4172
WOS:000278856600028,2010,Circulating Insulin-Like Growth Factor-1 and Its Binding Protein-3 Metabolic and Genetic Correlates in the Community,"Lacey, Sean M.|Yang, Qiong|Smith, Holly M.|Lam, Carolyn S. P.|Sullivan, Lisa M.|Vasan, Ramachandran S.|Xanthakis, Vanessa|Chen, Ming-Huei|Peng, Xuyang|Sawyer, Douglas B.|Safa, Radwan",Vanderbilt Univ|Boston Univ|Boston Univ|Boston Univ|Boston Univ|NHLBI,34,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,1079-5642,1524-4636
WOS:000278970900005,2009,Temporal Course of Neointimal Formation After Drug-Eluting Stent Placement,"Virmani, Renu|Finn, Aloke V.|Kolodgie, Frank D.|Nakazawa, Gaku",Emory Univ|CVPath Inst Inc,28,JACC-CARDIOVASCULAR INTERVENTIONS,1936-8798,1876-7605
WOS:000279140100011,2010,Formation and maturation of the native cerebral collateral circulation,"Faber, James E.|Chalothorn, Dan",Univ N Carolina|Univ N Carolina,42,JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY,0022-2828,1095-8584
WOS:000279140100021,2010,Kruppel-like factor 4 regulates pressure-induced cardiac hypertrophy,"Liao, Xudong|Jain, Mukesh K.|Kaestner, Klaus H.|Cui, Yingjie|Nahori, Monika|Paruchuri, Kaavya|Jeyaraj, Darwin|Lu, Yuan|Haldar, Saptarsi M.",Univ Penn|Univ Penn|Case Western Reserve Univ,44,JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY,0022-2828,1095-8584
WOS:000279450400003,2010,Inhibition of Canonical Wnt Signaling Increases Microvascular Hemorrhaging and Venular Remodeling in Adult Rats,"Glaw, Jason T.|Skalak, Thomas C.|Peirce, Shayn M.",Univ Virginia,8,MICROCIRCULATION,1073-9688,1549-8719
